people,commit_num,total_line_addition,total_line_deletion,total_file_edit_num,total_file_edit_type,sensitive_line_addition,sensitive_line_deletion,sensitive_file_edit_num,merge_rate,commit_interval,score_if,anomaly_if,score_ocsvm,anomaly_ocsvm,score_lof,anomaly_lof,vote
OlekRia,1,4,0,1,1,0,0,0,0.0,0.0,0.1680868888979854,1,-0.0570516269734753,1,-1.001509526108158,1,1
PragTob,1,25,0,1,1,0,0,0,0.0,0.0,0.1645406700638335,1,-0.0568876945779663,1,-0.9940846521952168,1,1
RobertDober,1,12,1,1,1,0,0,0,0.0,0.0,0.1684916040881597,1,-0.0569840417972216,1,-1.020904864738655,1,1
RudolfMan,5,75,58,19,9,0,0,0,1.0,5897.058333333333,0.1438474361576129,1,0.2196697623084489,1,-2.76470779108,1,1
StephaneRob,1,5,5,1,1,0,0,0,1.0,0.0,0.1941885289815033,1,5.682493528524901e-05,1,-1.2843127054349448,1,1
TheFirstAvenger,5,81,18,7,7,0,0,0,0.8,58235.316666666666,0.1212911937654134,1,5.018984841182885,1,-5.239106921325771,1,1
TommasoAmici,1,2,1,1,1,0,0,0,0.0,0.0,0.1691474327091866,1,-0.0570655444057379,1,-0.9966120316223404,1,1
ZachLiss,1,40,0,2,2,0,0,0,1.0,0.0,0.1884494063186079,1,0.0286322657990325,1,-15.395116208333285,1,1
aaronrenner,25,561,391,47,34,25,0,1,0.875,24784.07916666668,-0.0090870377471241,1,-1.965617013967496,1,-4.716567880997161,1,1
abitdodgy,1,2,2,1,1,0,0,0,1.0,0.0,0.1964818603706646,1,1.4407739953981036e-05,1,-159245.86784557873,-1,1
acconrad,5,60257,12945,346,38,11067,47,9,0.0,14010.075,-0.2590126678199844,-1,-56.0741931842238,-1,-48.60826277610608,1,-1
achalagarwal,1,4,2,1,1,0,0,0,1.0,0.0,0.1964818603706646,1,3.620804143622536e-05,1,-1.2620547280024337,1,1
adamgordonbell,1,12,2,1,1,0,0,0,0.0,0.0,0.1673202143404812,1,-0.0569813209950211,1,-1.0207265467346849,1,1
adamjcooper,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
